# sample noise bias chi2_TATT chi2_NLA bayes_fac bayes_fac_err
0.000000000000000000e+00 1.000000000000000000e+00 3.200000000000000067e-02 2.100878074686606851e+02 2.079858074686608234e+02 2.436637261850406944e+01 2.436637261850406944e+01
0.000000000000000000e+00 2.000000000000000000e+00 1.808800000000000130e-01 2.102858074686610053e+02 2.106378074686608670e+02 7.143508272547960836e+00 7.143508272547960836e+00
0.000000000000000000e+00 3.000000000000000000e+00 6.900000000000000577e-02 2.111278074686606487e+02 2.111278074686606487e+02 8.518191136471498837e+00 8.518191136471498837e+00
0.000000000000000000e+00 4.000000000000000000e+00 1.611299999999999955e-01 2.408578074686602122e+02 2.410898074686601831e+02 7.585238154340120609e+00 7.585238154340120609e+00
0.000000000000000000e+00 5.000000000000000000e+00 7.931000000000000549e-02 2.247198074686602922e+02 2.224438074686604523e+02 2.658119498630415833e+01 2.658119498630415833e+01
0.000000000000000000e+00 6.000000000000000000e+00 1.453099999999999947e-01 2.055538074686610344e+02 2.046598074686608015e+02 1.331916546504321097e+01 1.331916546504321097e+01
0.000000000000000000e+00 7.000000000000000000e+00 1.519999999999999962e-01 2.334298074686603286e+02 2.323198074686606560e+02 1.483818625675653458e+01 1.483818625675653458e+01
0.000000000000000000e+00 8.000000000000000000e+00 6.555999999999999328e-02 2.142378074686603213e+02 2.121278074686606487e+02 2.446403330012481092e+01 2.446403330012481092e+01
0.000000000000000000e+00 9.000000000000000000e+00 2.613000000000000045e-02 2.091278074686606487e+02 2.079158074686602049e+02 1.561456309279113164e+01 1.561456309279113164e+01
0.000000000000000000e+00 1.000000000000000000e+01 5.399999999999999939e-02 1.998518074686608088e+02 2.035858074686602777e+02 1.316799288183440719e+00 1.316799288183440719e+00
0.000000000000000000e+00 1.100000000000000000e+01 6.381000000000000560e-02 1.948958074686606778e+02 1.940818074686603723e+02 1.279691351713632486e+01 1.279691351713632486e+01
0.000000000000000000e+00 1.200000000000000000e+01 2.295000000000000095e-01 2.388978074686601758e+02 2.393278074686604668e+02 6.870274146914463920e+00 6.870274146914463920e+00
0.000000000000000000e+00 1.300000000000000000e+01 8.969000000000000583e-02 2.413938074686602704e+02 2.400638074686603431e+02 1.656354192380363699e+01 1.656354192380363699e+01
0.000000000000000000e+00 1.400000000000000000e+01 2.306000000000000064e-02 2.371818074686607360e+02 2.367738074686603795e+02 1.044584206144392091e+01 1.044584206144392091e+01
0.000000000000000000e+00 1.500000000000000000e+01 2.814400000000000235e-01 2.541618074686602995e+02 2.532258074686606051e+02 1.360182548230748445e+01 1.360182548230748445e+01
0.000000000000000000e+00 1.600000000000000000e+01 1.555999999999999918e-02 2.086938074686604523e+02 2.079958074686610416e+02 1.207580676779354611e+01 1.207580676779354611e+01
0.000000000000000000e+00 1.700000000000000000e+01 1.468800000000000106e-01 2.327858074686610053e+02 2.342638074686601612e+02 4.068213706557772369e+00 4.068213706557772369e+00
0.000000000000000000e+00 1.800000000000000000e+01 8.949999999999999623e-02 2.262718074686608816e+02 2.280678074686602486e+02 3.470171479201728637e+00 3.470171479201728637e+00
0.000000000000000000e+00 1.900000000000000000e+01 3.165000000000000036e-01 2.258078074686609398e+02 2.265178074686609762e+02 5.972729409068354478e+00 5.972729409068354478e+00
0.000000000000000000e+00 2.000000000000000000e+01 3.443999999999999839e-02 2.050678074686602486e+02 2.026038074686603068e+02 2.920103081033063575e+01 2.920103081033063575e+01
0.000000000000000000e+00 2.100000000000000000e+01 8.755999999999999894e-02 2.203398074686601831e+02 2.208738074686607433e+02 6.522149570789429696e+00 6.522149570789429696e+00
0.000000000000000000e+00 2.200000000000000000e+01 5.999999999999999778e-02 2.359298074686603286e+02 2.336278074686606487e+02 2.692900639696301823e+01 2.692900639696301823e+01
0.000000000000000000e+00 2.300000000000000000e+01 4.939999999999999947e-03 2.211398074686603650e+02 2.216658074686602049e+02 6.548290415910733131e+00 6.548290415910733131e+00
0.000000000000000000e+00 2.400000000000000000e+01 1.227499999999999980e-01 2.361638074686607069e+02 2.377198074686602922e+02 3.912607417240066887e+00 3.912607417240066887e+00
0.000000000000000000e+00 2.500000000000000000e+01 1.887500000000000011e-01 2.258018074686606269e+02 2.255438074686608161e+02 9.691061931718778055e+00 9.691061931718778055e+00
0.000000000000000000e+00 2.600000000000000000e+01 2.161299999999999888e-01 2.510558074686605323e+02 2.570058074686603504e+02 4.348317998738413515e-01 4.348317998738413515e-01
0.000000000000000000e+00 2.700000000000000000e+01 1.085600000000000037e-01 2.393378074686606851e+02 2.399758074686606051e+02 6.191664861419350352e+00 6.191664861419350352e+00
0.000000000000000000e+00 2.800000000000000000e+01 1.456000000000000003e-02 2.145418074686604086e+02 2.137178074686607943e+02 1.286105831307247627e+01 1.286105831307247627e+01
0.000000000000000000e+00 2.900000000000000000e+01 3.685599999999999987e-01 2.248418074686605905e+02 2.228938074686602704e+02 2.256057717667322393e+01 2.256057717667322393e+01
0.000000000000000000e+00 3.000000000000000000e+01 1.560600000000000043e-01 2.357298074686605105e+02 2.327098074686609834e+02 3.855955812931113513e+01 3.855955812931113513e+01
0.000000000000000000e+00 3.100000000000000000e+01 2.500000000000000139e-02 2.010378074686605032e+02 2.041178074686604305e+02 1.826139198002347586e+00 1.826139198002347586e+00
0.000000000000000000e+00 3.200000000000000000e+01 9.069000000000000672e-02 2.447498074686609471e+02 2.451918074686609543e+02 6.829175920009271650e+00 6.829175920009271650e+00
0.000000000000000000e+00 3.300000000000000000e+01 6.750000000000000444e-02 2.232558074686603504e+02 2.231918074686609543e+02 8.795181461939067802e+00 8.795181461939067802e+00
0.000000000000000000e+00 3.400000000000000000e+01 1.734400000000000108e-01 2.111738074686609252e+02 2.118178074686602486e+02 6.173117701487202957e+00 6.173117701487202957e+00
0.000000000000000000e+00 3.500000000000000000e+01 1.450599999999999945e-01 2.280698074686606560e+02 2.290338074686605978e+02 5.260383907878067866e+00 5.260383907878067866e+00
0.000000000000000000e+00 3.600000000000000000e+01 3.615599999999999925e-01 2.362798074686606924e+02 2.421718074686605178e+02 4.476265492500187682e-01 4.476265492500187682e-01
0.000000000000000000e+00 3.700000000000000000e+01 4.025000000000000105e-02 2.129998074686609471e+02 2.119678074686607943e+02 1.427063615488489567e+01 1.427063615488489567e+01
0.000000000000000000e+00 3.800000000000000000e+01 1.868999999999999828e-02 2.141938074686604523e+02 2.140118074686606633e+02 9.329710732643631488e+00 9.329710732643631488e+00
0.000000000000000000e+00 3.900000000000000000e+01 1.868999999999999828e-02 2.489658074686603868e+02 2.492498074686609471e+02 7.390563696810508176e+00 7.390563696810508176e+00
0.000000000000000000e+00 4.000000000000000000e+01 4.012999999999999901e-02 1.888178074686602486e+02 1.924618074686604814e+02 1.377408741347320165e+00 1.377408741347320165e+00
0.000000000000000000e+00 4.100000000000000000e+01 8.559999999999999901e-03 2.505858074686602777e+02 2.500178074686609762e+02 1.131584561613136053e+01 1.131584561613136053e+01
0.000000000000000000e+00 4.200000000000000000e+01 1.060600000000000015e-01 2.195858074686602777e+02 2.197358074686608234e+02 7.902696342160890453e+00 7.902696342160890453e+00
0.000000000000000000e+00 4.300000000000000000e+01 6.930999999999999661e-02 2.244378074686601394e+02 2.248278074686604668e+02 7.009062891033185139e+00 7.009062891033185139e+00
0.000000000000000000e+00 4.400000000000000000e+01 5.081000000000000100e-02 2.262958074686603140e+02 2.259898074686607288e+02 9.926460906736808809e+00 9.926460906736808809e+00
0.000000000000000000e+00 4.500000000000000000e+01 1.107500000000000012e-01 2.462138074686608888e+02 2.468158074686607506e+02 6.304123924111009636e+00 6.304123924111009636e+00
0.000000000000000000e+00 4.600000000000000000e+01 2.486899999999999944e-01 2.135678074686602486e+02 2.141038074686603068e+02 6.515630681208308239e+00 6.515630681208308239e+00
0.000000000000000000e+00 4.700000000000000000e+01 2.100000000000000130e-02 2.315358074686610053e+02 2.321598074686608015e+02 6.235158565815909881e+00 6.235158565815909881e+00
0.000000000000000000e+00 4.800000000000000000e+01 1.193999999999999923e-02 2.301598074686608015e+02 2.287838074686605978e+02 1.694891822701815087e+01 1.694891822701815087e+01
0.000000000000000000e+00 4.900000000000000000e+01 2.580999999999999961e-02 1.950518074686606269e+02 2.017918074686604086e+02 2.929375040056705348e-01 2.929375040056705348e-01
0.000000000000000000e+00 5.000000000000000000e+01 1.341900000000000037e-01 2.021638074686607069e+02 2.020918074686605905e+02 8.830432643150858851e+00 8.830432643150858851e+00
0.000000000000000000e+00 5.100000000000000000e+01 1.457499999999999907e-01 2.147158074686603868e+02 2.108458074686604959e+02 5.898033070105819320e+01 5.898033070105819320e+01
0.000000000000000000e+00 5.200000000000000000e+01 1.699400000000000077e-01 1.989618074686604814e+02 1.988398074686601831e+02 9.053976109795897287e+00 9.053976109795897287e+00
0.000000000000000000e+00 5.300000000000000000e+01 2.818100000000000049e-01 2.398498074686604014e+02 2.369518074686602631e+02 3.627772840356095685e+01 3.627772840356095685e+01
0.000000000000000000e+00 5.500000000000000000e+01 1.307500000000000051e-01 2.858938074686602704e+02 2.850378074686605032e+02 1.306849027659446172e+01 1.306849027659446172e+01
0.000000000000000000e+00 5.600000000000000000e+01 4.400000000000000022e-01 2.172458074686610416e+02 2.204098074686608015e+02 1.751029692083470479e+00 1.751029692083470479e+00
0.000000000000000000e+00 5.700000000000000000e+01 2.811899999999999955e-01 2.183958074686606778e+02 2.192298074686605105e+02 5.613666159017771662e+00 5.613666159017771662e+00
0.000000000000000000e+00 5.800000000000000000e+01 1.418800000000000061e-01 2.063458074686604959e+02 2.069858074686608234e+02 6.185476291357415946e+00 6.185476291357415946e+00
0.000000000000000000e+00 5.900000000000000000e+01 8.062999999999999334e-02 2.033818074686605542e+02 2.030478074686607215e+02 1.006640870823623146e+01 1.006640870823623146e+01
0.000000000000000000e+00 6.000000000000000000e+01 2.826899999999999968e-01 2.319818074686609179e+02 2.297798074686606924e+02 2.561566325736616534e+01 2.561566325736616534e+01
0.000000000000000000e+00 6.100000000000000000e+01 1.075600000000000028e-01 2.344358074686606415e+02 2.333958074686606778e+02 1.432783301696478162e+01 1.432783301696478162e+01
0.000000000000000000e+00 6.200000000000000000e+01 9.905999999999999528e-02 2.193838074686609616e+02 2.218518074686608088e+02 2.479864720180845694e+00 2.479864720180845694e+00
0.000000000000000000e+00 6.300000000000000000e+01 4.441300000000000248e-01 2.402618074686606633e+02 2.439298074686603286e+02 1.360978614374428686e+00 1.360978614374428686e+00
0.000000000000000000e+00 6.400000000000000000e+01 5.449999999999999983e-02 2.052298074686605105e+02 2.048938074686602704e+02 1.007648015182902945e+01 1.007648015182902945e+01
0.000000000000000000e+00 6.500000000000000000e+01 7.881000000000000505e-02 2.289038074686604887e+02 2.306418074686607724e+02 3.572279867734766690e+00 3.572279867734766690e+00
0.000000000000000000e+00 6.600000000000000000e+01 3.568999999999999950e-02 2.244798074686605105e+02 2.237718074686608816e+02 1.213633700111253155e+01 1.213633700111253155e+01
0.000000000000000000e+00 6.700000000000000000e+01 2.510000000000000009e-01 2.049138074686607069e+02 2.029518074686602631e+02 2.271905524302532342e+01 2.271905524302532342e+01
0.000000000000000000e+00 6.800000000000000000e+01 4.080999999999999905e-02 1.907658074686605687e+02 1.913518074686608088e+02 6.354759186497802581e+00 6.354759186497802581e+00
0.000000000000000000e+00 6.900000000000000000e+01 1.363800000000000012e-01 2.065558074686605323e+02 2.098178074686602486e+02 1.667297430343700260e+00 1.667297430343700260e+00
0.000000000000000000e+00 7.000000000000000000e+01 1.700000000000000122e-01 2.265178074686609762e+02 2.276238074686607433e+02 4.899847148150070275e+00 4.899847148150070275e+00
0.000000000000000000e+00 7.100000000000000000e+01 1.686900000000000066e-01 2.202118074686604814e+02 2.205698074686606560e+02 7.122109861394736896e+00 7.122109861394736896e+00
