# sample noise bias chi2_TATT chi2_NLA bayes_fac bayes_fac_err
2.100000000000000000e+01 1.400000000000000000e+01 1.918940000000000090e+00 2.403378074686606851e+02 9.851438074686602704e+02 3.344345783106970623e-168 3.344345783106970623e-168
2.100000000000000000e+01 1.500000000000000000e+01 1.262939999999999952e+00 2.534798074686605105e+02 1.031465807468660387e+03 2.086246972603218605e-175 2.086246972603218605e-175
2.100000000000000000e+01 1.600000000000000000e+01 4.513800000000000034e-01 2.105338074686605978e+02 1.008413807468660707e+03 9.987079522633828027e-180 9.987079522633828027e-180
2.100000000000000000e+01 1.700000000000000000e+01 1.205999999999999961e+00 2.310698074686606560e+02 1.016883807468660962e+03 4.164253096065902754e-177 4.164253096065902754e-177
2.100000000000000000e+01 1.800000000000000000e+01 1.010999999999999899e+00 2.237638074686601612e+02 1.102885807468660460e+03 2.280144437505065888e-197 2.280144437505065888e-197
2.100000000000000000e+01 1.900000000000000000e+01 9.050599999999999756e-01 2.254018074686609907e+02 1.029693807468660452e+03 4.046601134972279070e-181 4.046601134972279070e-181
2.100000000000000000e+01 2.000000000000000000e+01 1.708499999999999908e+00 2.005218074686608816e+02 1.027753807468660852e+03 4.224085416076057014e-186 4.224085416076057014e-186
2.100000000000000000e+01 2.100000000000000000e+01 7.101899999999999880e-01 2.205218074686608816e+02 1.031829807468660874e+03 1.212230917915525548e-182 1.212230917915525548e-182
2.100000000000000000e+01 2.200000000000000000e+01 9.624399999999999622e-01 2.299478074686603577e+02 1.062093807468660998e+03 3.619688096009120986e-187 3.619688096009120986e-187
2.100000000000000000e+01 2.300000000000000000e+01 1.850000000000000089e+00 2.240178074686609762e+02 1.023651807468660991e+03 4.154915993134294834e-180 4.154915993134294834e-180
2.100000000000000000e+01 2.400000000000000000e+01 6.052499999999999547e-01 2.320858074686602777e+02 9.164658074686603868e+02 4.422321944629121730e-155 4.422321944629121730e-155
2.100000000000000000e+01 2.500000000000000000e+01 2.186129999999999907e+00 2.271458074686606778e+02 1.021125807468660241e+03 7.019606180711319458e-179 7.019606180711319458e-179
2.100000000000000000e+01 2.600000000000000000e+01 1.013749999999999929e+00 2.484298074686603286e+02 1.129439807468660547e+03 8.871322503956123348e-198 8.871322503956123348e-198
2.100000000000000000e+01 2.700000000000000000e+01 8.748799999999999910e-01 2.477798074686606924e+02 9.746838074686602340e+02 2.580364639121092538e-164 2.580364639121092538e-164
2.100000000000000000e+01 2.800000000000000000e+01 3.116690000000000182e+00 2.101098074686606196e+02 9.470258074686607870e+02 1.728235434515849129e-166 1.728235434515849129e-166
2.100000000000000000e+01 2.900000000000000000e+01 2.490060000000000162e+00 2.266438074686602704e+02 1.061301807468660627e+03 1.030854284394515305e-187 1.030854284394515305e-187
2.100000000000000000e+01 3.000000000000000000e+01 2.214809999999999945e+00 2.399638074686608888e+02 1.044277807468660285e+03 4.002332446648537233e-181 4.002332446648537233e-181
2.100000000000000000e+01 3.100000000000000000e+01 3.305190000000000072e+00 2.024178074686606124e+02 1.100161807468660299e+03 2.061799536175671094e-201 2.061799536175671094e-201
2.100000000000000000e+01 3.200000000000000000e+01 2.776380000000000070e+00 2.430198074686604741e+02 9.529898074686607288e+02 1.227022312258372529e-160 1.227022312258372529e-160
2.100000000000000000e+01 3.300000000000000000e+01 1.088999999999999968e+00 2.193758074686602413e+02 9.834898074686607288e+02 2.146012493368120327e-172 2.146012493368120327e-172
2.100000000000000000e+01 3.400000000000000000e+01 1.812629999999999963e+00 2.143378074686606851e+02 1.119773807468660380e+03 4.405040038633009040e-203 4.405040038633009040e-203
2.100000000000000000e+01 3.500000000000000000e+01 1.100130000000000052e+00 2.205578074686609398e+02 8.701758074686604232e+02 1.563589502187800220e-147 1.563589502187800220e-147
2.100000000000000000e+01 3.600000000000000000e+01 1.128630000000000022e+00 2.416798074686603286e+02 1.133507807468660758e+03 3.970905164025634679e-200 3.970905164025634679e-200
2.100000000000000000e+01 3.700000000000000000e+01 2.295380000000000198e+00 2.126158074686609325e+02 1.013705807468660169e+03 2.006299960155878652e-180 2.006299960155878652e-180
2.100000000000000000e+01 3.800000000000000000e+01 1.156130000000000102e+00 2.086938074686604523e+02 1.079143807468660270e+03 1.742060494307816207e-195 1.742060494307816207e-195
2.100000000000000000e+01 3.900000000000000000e+01 7.856899999999999995e-01 2.518758074686602413e+02 1.110481807468660918e+03 6.500625602225259986e-193 6.500625602225259986e-193
2.100000000000000000e+01 4.000000000000000000e+01 4.713100000000000067e-01 1.891318074686605542e+02 1.092373807468660743e+03 1.319383069444344689e-202 1.319383069444344689e-202
